0	5550	
1	5670	
2	5610	
3	5670	
4	5892	
5	5763	
6	5859	
7	5992	
8	5859	
9	6061	
10	5992	
11	6061	
12	6204	
13	5992	
14	6277	
15	6096	
16	6277	
17	6167	
18	6240	
19	6277	
20	6167	
21	6277	
22	6204	
23	6353	
24	6167	
25	6431	
26	6240	
27	6431	
28	6277	
29	6470	
30	6315	
31	6431	
32	6315	
33	6431	
34	6392	
35	6431	
36	6392	
37	6510	
38	6392	
39	6431	
40	6392	
41	6470	
42	6431	
43	6431	
44	6431	
45	6431	
46	6470	
47	6431	
48	6431	
49	6470	
50	6510	
51	6431	
52	6470	
53	6510	
54	6470	
55	6510	
56	6470	
57	6550	
58	6510	
59	6510	
60	6470	
61	6591	
62	6510	
63	6550	
64	6392	
65	6550	
66	6431	
67	6550	
68	6431	
69	6550	
70	6550	
71	6510	
72	6550	
73	6591	
74	6591	
75	6633	
76	6591	
77	6633	
78	6591	
79	6675	
80	6633	
81	6675	
82	6675	
83	6675	
84	6675	
85	6675	
86	6675	
87	6717	
88	6717	
89	6760	
90	6760	
91	6760	
92	6760	
93	6760	
94	6760	
95	6760	
96	6760	
97	6804	
98	6760	
99	6760	
100	6804	
101	6760	
102	6760	
103	6760	
104	6760	
105	6804	
106	6760	
107	6804	
108	6804	
109	6760	
110	6848	
111	6848	
112	6804	
113	6804	
114	6848	
115	6848	
116	6848	
117	6848	
118	6760	
119	6848	
120	6848	
121	6848	
122	6804	
123	6848	
124	6848	
125	6760	
126	6848	
127	6804	
128	6848	
129	6848	
130	6848	
131	6893	
132	6848	
133	6848	
134	6848	
135	6848	
136	6848	
137	6848	
138	6848	
139	6848	
140	6848	
141	6893	
142	6848	
143	6848	
144	6848	
145	6848	
146	6893	
147	6760	
148	6848	
149	6848	
150	6848	
151	6848	
152	6848	
153	6760	
154	6848	
155	6848	
156	6938	
157	6804	
158	6848	
159	6848	
160	6848	
161	6848	
162	6760	
163	6848	
164	6848	
165	6848	
166	6848	
167	6804	
168	6848	
169	6848	
170	6848	
171	6848	
172	6848	
173	6848	
174	6848	
175	6938	
176	6893	
177	6848	
178	6848	
179	6848	
180	6893	
181	6893	
182	6848	
183	6893	
184	6848	
185	6893	
186	6893	
187	6804	
188	6848	
189	6804	
190	6848	
191	6848	
192	6848	
193	6848	
194	6848	
195	6893	
196	6848	
197	6848	
198	6893	
199	6848	
200	6848	
201	6848	
202	6848	
203	6893	
204	6848	
205	6893	
206	6848	
207	6848	
208	6848	
209	6848	
210	6938	
211	6848	
212	6848	
213	6848	
214	6848	
215	6848	
216	6848	
217	6893	
218	6938	
219	6848	
220	6893	
221	6848	
222	6848	
223	6893	
224	6848	
225	6938	
226	6848	
227	6893	
228	6848	
229	6848	
230	6938	
231	6848	
232	6893	
233	6848	
234	6848	
235	6893	
236	6848	
237	6938	
238	6848	
239	6848	
240	6848	
241	6760	
242	6848	
243	6938	
244	6804	
245	6848	
246	6848	
247	6848	
248	6848	
249	6848	
250	6848	
251	6848	
252	6848	
253	6848	
254	6848	
